"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"UA","United Air Lines Inc.",12953,"LGA",11292,"DEN",12,
"UA","United Air Lines Inc.",12953,"LGA",11986,"GRR",12,
"UA","United Air Lines Inc.",12953,"LGA",12266,"IAH",12,
"UA","United Air Lines Inc.",12953,"LGA",12339,"IND",12,
"UA","United Air Lines Inc.",12953,"LGA",12441,"JAC",12,
"UA","United Air Lines Inc.",12953,"LGA",12889,"LAS",12,
"UA","United Air Lines Inc.",12953,"LGA",12892,"LAX",12,
"UA","United Air Lines Inc.",12953,"LGA",13198,"MCI",12,
"UA","United Air Lines Inc.",12953,"LGA",13502,"MTJ",12,
"UA","United Air Lines Inc.",12953,"LGA",13930,"ORD",12,
"UA","United Air Lines Inc.",12953,"LGA",14057,"PDX",12,
"UA","United Air Lines Inc.",12953,"LGA",14771,"SFO",12,
"UA","United Air Lines Inc.",12953,"LGA",14908,"SNA",12,
"UA","United Air Lines Inc.",12982,"LIH",10397,"ATL",12,
"UA","United Air Lines Inc.",12982,"LIH",11292,"DEN",12,
"UA","United Air Lines Inc.",12982,"LIH",12892,"LAX",12,
"UA","United Air Lines Inc.",12982,"LIH",14771,"SFO",12,
"UA","United Air Lines Inc.",13198,"MCI",11292,"DEN",12,
"UA","United Air Lines Inc.",13198,"MCI",11292,"DEN",12,
"UA","United Air Lines Inc.",13198,"MCI",11618,"EWR",12,
"UA","United Air Lines Inc.",13198,"MCI",11618,"EWR",12,
"UA","United Air Lines Inc.",13198,"MCI",12266,"IAH",12,
"UA","United Air Lines Inc.",13198,"MCI",12953,"LGA",12,
"UA","United Air Lines Inc.",13198,"MCI",13930,"ORD",12,
"UA","United Air Lines Inc.",13198,"MCI",14107,"PHX",12,
"UA","United Air Lines Inc.",13204,"MCO",11042,"CLE",12,
"UA","United Air Lines Inc.",13204,"MCO",11278,"DCA",12,
"UA","United Air Lines Inc.",13204,"MCO",11292,"DEN",12,
"UA","United Air Lines Inc.",13204,"MCO",11618,"EWR",12,
"UA","United Air Lines Inc.",13204,"MCO",12264,"IAD",12,
"UA","United Air Lines Inc.",13204,"MCO",12266,"IAH",12,
"UA","United Air Lines Inc.",13204,"MCO",12892,"LAX",12,
"UA","United Air Lines Inc.",13204,"MCO",13891,"ONT",12,
"UA","United Air Lines Inc.",13204,"MCO",13930,"ORD",12,
"UA","United Air Lines Inc.",13204,"MCO",14027,"PBI",12,
"UA","United Air Lines Inc.",13204,"MCO",14107,"PHX",12,
"UA","United Air Lines Inc.",13204,"MCO",14635,"RSW",12,
"UA","United Air Lines Inc.",13204,"MCO",14679,"SAN",12,
"UA","United Air Lines Inc.",13204,"MCO",14747,"SEA",12,
"UA","United Air Lines Inc.",13204,"MCO",14771,"SFO",12,
"UA","United Air Lines Inc.",13204,"MCO",15074,"SWO",12,
"UA","United Air Lines Inc.",13204,"MCO",15304,"TPA",12,
"UA","United Air Lines Inc.",13204,"MCO",15370,"TUL",12,
"UA","United Air Lines Inc.",13204,"MCO",16101,"YKM",12,
"UA","United Air Lines Inc.",13230,"MDT",13930,"ORD",12,
"UA","United Air Lines Inc.",13230,"MDT",14107,"PHX",12,
"UA","United Air Lines Inc.",13244,"MEM",11618,"EWR",12,
"UA","United Air Lines Inc.",13244,"MEM",12266,"IAH",12,
"UA","United Air Lines Inc.",13244,"MEM",13930,"ORD",12,
"UA","United Air Lines Inc.",13244,"MEM",13931,"ORF",12,
"UA","United Air Lines Inc.",13256,"MFE",12266,"IAH",12,
"UA","United Air Lines Inc.",13264,"MFR",11292,"DEN",12,
"UA","United Air Lines Inc.",13264,"MFR",14771,"SFO",12,
"UA","United Air Lines Inc.",13290,"MHK",14107,"PHX",12,
"UA","United Air Lines Inc.",13303,"MIA",10529,"BDL",12,
"UA","United Air Lines Inc.",13303,"MIA",11292,"DEN",12,
"UA","United Air Lines Inc.",13303,"MIA",11618,"EWR",12,
"UA","United Air Lines Inc.",13303,"MIA",12266,"IAH",12,
"UA","United Air Lines Inc.",13303,"MIA",13204,"MCO",12,
"UA","United Air Lines Inc.",13303,"MIA",13930,"ORD",12,
"UA","United Air Lines Inc.",13303,"MIA",14679,"SAN",12,
"UA","United Air Lines Inc.",13303,"MIA",14771,"SFO",12,
"UA","United Air Lines Inc.",13303,"MIA",14843,"SJU",12,
"UA","United Air Lines Inc.",13342,"MKE",11292,"DEN",12,
"UA","United Air Lines Inc.",13342,"MKE",12266,"IAH",12,
"UA","United Air Lines Inc.",13485,"MSN",11278,"DCA",12,
"UA","United Air Lines Inc.",13485,"MSN",11292,"DEN",12,
"UA","United Air Lines Inc.",13485,"MSN",13930,"ORD",12,
"UA","United Air Lines Inc.",13485,"MSN",14771,"SFO",12,
"UA","United Air Lines Inc.",13487,"MSP",10423,"AUS",12,
"UA","United Air Lines Inc.",13487,"MSP",10821,"BWI",12,
"UA","United Air Lines Inc.",13487,"MSP",11278,"DCA",12,
"UA","United Air Lines Inc.",13487,"MSP",11292,"DEN",12,
"UA","United Air Lines Inc.",13487,"MSP",11618,"EWR",12,
"UA","United Air Lines Inc.",13487,"MSP",12266,"IAH",12,
"UA","United Air Lines Inc.",13487,"MSP",13495,"MSY",12,
"UA","United Air Lines Inc.",13487,"MSP",13930,"ORD",12,
"UA","United Air Lines Inc.",13487,"MSP",13930,"ORD",12,
"UA","United Air Lines Inc.",13487,"MSP",14893,"SMF",12,
"UA","United Air Lines Inc.",13495,"MSY",10397,"ATL",12,
"UA","United Air Lines Inc.",13495,"MSY",10397,"ATL",12,
"UA","United Air Lines Inc.",13495,"MSY",10423,"AUS",12,
"UA","United Air Lines Inc.",13495,"MSY",10721,"BOS",12,
"UA","United Air Lines Inc.",13495,"MSY",10821,"BWI",12,
"UA","United Air Lines Inc.",13495,"MSY",11292,"DEN",12,
"UA","United Air Lines Inc.",13495,"MSY",11618,"EWR",12,
"UA","United Air Lines Inc.",13495,"MSY",11618,"EWR",12,
"UA","United Air Lines Inc.",13495,"MSY",11697,"FLL",12,
"UA","United Air Lines Inc.",13495,"MSY",12264,"IAD",12,
"UA","United Air Lines Inc.",13495,"MSY",12266,"IAH",12,
"UA","United Air Lines Inc.",13495,"MSY",13930,"ORD",12,
"UA","United Air Lines Inc.",13495,"MSY",14100,"PHL",12,
"UA","United Air Lines Inc.",13495,"MSY",14570,"RNO",12,
"UA","United Air Lines Inc.",13495,"MSY",14771,"SFO",12,
"UA","United Air Lines Inc.",13495,"MSY",14908,"SNA",12,
"UA","United Air Lines Inc.",13495,"MSY",15304,"TPA",12,
"UA","United Air Lines Inc.",13495,"MSY",15304,"TPA",12,
"UA","United Air Lines Inc.",13502,"MTJ",11292,"DEN",12,
"UA","United Air Lines Inc.",13502,"MTJ",11618,"EWR",12,
"UA","United Air Lines Inc.",13502,"MTJ",12266,"IAH",12,
"UA","United Air Lines Inc.",13502,"MTJ",12953,"LGA",12,
"UA","United Air Lines Inc.",13502,"MTJ",13930,"ORD",12,
"UA","United Air Lines Inc.",13577,"MYR",11618,"EWR",12,
"UA","United Air Lines Inc.",13796,"OAK",11618,"EWR",12,
"UA","United Air Lines Inc.",13830,"OGG",10397,"ATL",12,
"UA","United Air Lines Inc.",13830,"OGG",10423,"AUS",12,
"UA","United Air Lines Inc.",13830,"OGG",11292,"DEN",12,
"UA","United Air Lines Inc.",13830,"OGG",11618,"EWR",12,
"UA","United Air Lines Inc.",13830,"OGG",12889,"LAS",12,
"UA","United Air Lines Inc.",13830,"OGG",12892,"LAX",12,
"UA","United Air Lines Inc.",13830,"OGG",13930,"ORD",12,
"UA","United Air Lines Inc.",13830,"OGG",14771,"SFO",12,
"UA","United Air Lines Inc.",13851,"OKC",11292,"DEN",12,
"UA","United Air Lines Inc.",13851,"OKC",11298,"DFW",12,
"UA","United Air Lines Inc.",13851,"OKC",12266,"IAH",12,
"UA","United Air Lines Inc.",13851,"OKC",12892,"LAX",12,
"UA","United Air Lines Inc.",13871,"OMA",11292,"DEN",12,
"UA","United Air Lines Inc.",13871,"OMA",12266,"IAH",12,
"UA","United Air Lines Inc.",13871,"OMA",13930,"ORD",12,
"UA","United Air Lines Inc.",13891,"ONT",11292,"DEN",12,
"UA","United Air Lines Inc.",13891,"ONT",12266,"IAH",12,
"UA","United Air Lines Inc.",13891,"ONT",14679,"SAN",12,
"UA","United Air Lines Inc.",13891,"ONT",14908,"SNA",12,
"UA","United Air Lines Inc.",13930,"ORD",10257,"ALB",12,
"UA","United Air Lines Inc.",13930,"ORD",10299,"ANC",12,
"UA","United Air Lines Inc.",13930,"ORD",10397,"ATL",12,
"UA","United Air Lines Inc.",13930,"ORD",10423,"AUS",12,
"UA","United Air Lines Inc.",13930,"ORD",10529,"BDL",12,
"UA","United Air Lines Inc.",13930,"ORD",10693,"BNA",12,
"UA","United Air Lines Inc.",13930,"ORD",10693,"BNA",12,
"UA","United Air Lines Inc.",13930,"ORD",10721,"BOS",12,
"UA","United Air Lines Inc.",13930,"ORD",10785,"BTV",12,
"UA","United Air Lines Inc.",13930,"ORD",10792,"BUF",12,
"UA","United Air Lines Inc.",13930,"ORD",10821,"BWI",12,
"UA","United Air Lines Inc.",13930,"ORD",10849,"BZN",12,
"UA","United Air Lines Inc.",13930,"ORD",10994,"CHS",12,
"UA","United Air Lines Inc.",13930,"ORD",11003,"CID",12,
"UA","United Air Lines Inc.",13930,"ORD",11042,"CLE",12,
"UA","United Air Lines Inc.",13930,"ORD",11042,"CLE",12,
"UA","United Air Lines Inc.",13930,"ORD",11057,"CLT",12,
"UA","United Air Lines Inc.",13930,"ORD",11066,"CMH",12,
"UA","United Air Lines Inc.",13930,"ORD",11193,"CVG",12,
"UA","United Air Lines Inc.",13930,"ORD",11193,"CVG",12,
"UA","United Air Lines Inc.",13930,"ORD",11278,"DCA",12,
"UA","United Air Lines Inc.",13930,"ORD",11292,"DEN",12,
"UA","United Air Lines Inc.",13930,"ORD",11298,"DFW",12,
"UA","United Air Lines Inc.",13930,"ORD",11423,"DSM",12,
"UA","United Air Lines Inc.",13930,"ORD",11433,"DTW",12,
"UA","United Air Lines Inc.",13930,"ORD",11433,"DTW",12,
"UA","United Air Lines Inc.",13930,"ORD",11503,"EGE",12,
"UA","United Air Lines Inc.",13930,"ORD",11618,"EWR",12,
"UA","United Air Lines Inc.",13930,"ORD",11697,"FLL",12,
"UA","United Air Lines Inc.",13930,"ORD",11884,"GEG",12,
"UA","United Air Lines Inc.",13930,"ORD",11986,"GRR",12,
"UA","United Air Lines Inc.",13930,"ORD",12173,"HNL",12,
"UA","United Air Lines Inc.",13930,"ORD",12264,"IAD",12,
"UA","United Air Lines Inc.",13930,"ORD",12266,"IAH",12,
"UA","United Air Lines Inc.",13930,"ORD",12339,"IND",12,
"UA","United Air Lines Inc.",13930,"ORD",12441,"JAC",12,
"UA","United Air Lines Inc.",13930,"ORD",12451,"JAX",12,
"UA","United Air Lines Inc.",13930,"ORD",12889,"LAS",12,
"UA","United Air Lines Inc.",13930,"ORD",12892,"LAX",12,
"UA","United Air Lines Inc.",13930,"ORD",12953,"LGA",12,
"UA","United Air Lines Inc.",13930,"ORD",13198,"MCI",12,
"UA","United Air Lines Inc.",13930,"ORD",13204,"MCO",12,
"UA","United Air Lines Inc.",13930,"ORD",13230,"MDT",12,
"UA","United Air Lines Inc.",13930,"ORD",13244,"MEM",12,
"UA","United Air Lines Inc.",13930,"ORD",13303,"MIA",12,
"UA","United Air Lines Inc.",13930,"ORD",13487,"MSP",12,
"UA","United Air Lines Inc.",13930,"ORD",13487,"MSP",12,
"UA","United Air Lines Inc.",13930,"ORD",13495,"MSY",12,
"UA","United Air Lines Inc.",13930,"ORD",13502,"MTJ",12,
"UA","United Air Lines Inc.",13930,"ORD",13830,"OGG",12,
"UA","United Air Lines Inc.",13930,"ORD",13851,"OKC",12,
"UA","United Air Lines Inc.",13930,"ORD",13871,"OMA",12,
"UA","United Air Lines Inc.",13930,"ORD",13931,"ORF",12,
"UA","United Air Lines Inc.",13930,"ORD",14004,"PAE",12,
"UA","United Air Lines Inc.",13930,"ORD",14057,"PDX",12,
"UA","United Air Lines Inc.",13930,"ORD",14100,"PHL",12,
"UA","United Air Lines Inc.",13930,"ORD",14107,"PHX",12,
"UA","United Air Lines Inc.",13930,"ORD",14122,"PIT",12,
"UA","United Air Lines Inc.",13930,"ORD",14262,"PSP",12,
"UA","United Air Lines Inc.",13930,"ORD",14492,"RDU",12,
"UA","United Air Lines Inc.",13930,"ORD",14524,"RIC",12,
"UA","United Air Lines Inc.",13930,"ORD",14576,"ROC",12,
"UA","United Air Lines Inc.",13930,"ORD",14635,"RSW",12,
"UA","United Air Lines Inc.",13930,"ORD",14679,"SAN",12,
"UA","United Air Lines Inc.",13930,"ORD",14683,"SAT",12,
"UA","United Air Lines Inc.",13930,"ORD",14747,"SEA",12,
"UA","United Air Lines Inc.",13930,"ORD",14771,"SFO",12,
"UA","United Air Lines Inc.",13930,"ORD",14771,"SFO",12,
"UA","United Air Lines Inc.",13930,"ORD",14831,"SJC",12,
"UA","United Air Lines Inc.",13930,"ORD",14843,"SJU",12,
"UA","United Air Lines Inc.",13930,"ORD",14869,"SLC",12,
"UA","United Air Lines Inc.",13930,"ORD",14893,"SMF",12,
"UA","United Air Lines Inc.",13930,"ORD",14908,"SNA",12,
"UA","United Air Lines Inc.",13930,"ORD",14986,"SRQ",12,
"UA","United Air Lines Inc.",13930,"ORD",15096,"SYR",12,
"UA","United Air Lines Inc.",13930,"ORD",15304,"TPA",12,
"UA","United Air Lines Inc.",13930,"ORD",15370,"TUL",12,
"UA","United Air Lines Inc.",13931,"ORF",11618,"EWR",12,
"UA","United Air Lines Inc.",13931,"ORF",11697,"FLL",12,
"UA","United Air Lines Inc.",13931,"ORF",12264,"IAD",12,
"UA","United Air Lines Inc.",13931,"ORF",12266,"IAH",12,
"UA","United Air Lines Inc.",13931,"ORF",13830,"OGG",12,
"UA","United Air Lines Inc.",13931,"ORF",13930,"ORD",12,
"UA","United Air Lines Inc.",14004,"PAE",14747,"SEA",12,
"UA","United Air Lines Inc.",14027,"PBI",11042,"CLE",12,
"UA","United Air Lines Inc.",14027,"PBI",11278,"DCA",12,
"UA","United Air Lines Inc.",14027,"PBI",11618,"EWR",12,
"UA","United Air Lines Inc.",14027,"PBI",12266,"IAH",12,
"UA","United Air Lines Inc.",14027,"PBI",14321,"PWM",12,
"UA","United Air Lines Inc.",14057,"PDX",10721,"BOS",12,
"UA","United Air Lines Inc.",14057,"PDX",11292,"DEN",12,
"UA","United Air Lines Inc.",14057,"PDX",11618,"EWR",12,
"UA","United Air Lines Inc.",14057,"PDX",12264,"IAD",12,
"UA","United Air Lines Inc.",14057,"PDX",12266,"IAH",12,
"UA","United Air Lines Inc.",14057,"PDX",13204,"MCO",12,
"UA","United Air Lines Inc.",14057,"PDX",13495,"MSY",12,
"UA","United Air Lines Inc.",14057,"PDX",13930,"ORD",12,
"UA","United Air Lines Inc.",14057,"PDX",14576,"ROC",12,
"UA","United Air Lines Inc.",14057,"PDX",14747,"SEA",12,
"UA","United Air Lines Inc.",14057,"PDX",14771,"SFO",12,
"UA","United Air Lines Inc.",14100,"PHL",11292,"DEN",12,
"UA","United Air Lines Inc.",14100,"PHL",11618,"EWR",12,
"UA","United Air Lines Inc.",14100,"PHL",12266,"IAH",12,
"UA","United Air Lines Inc.",14100,"PHL",12889,"LAS",12,
"UA","United Air Lines Inc.",14100,"PHL",12892,"LAX",12,
"UA","United Air Lines Inc.",14100,"PHL",13244,"MEM",12,
"UA","United Air Lines Inc.",14100,"PHL",13487,"MSP",12,
"UA","United Air Lines Inc.",14100,"PHL",13495,"MSY",12,
"UA","United Air Lines Inc.",14100,"PHL",13930,"ORD",12,
"UA","United Air Lines Inc.",14100,"PHL",14057,"PDX",12,
"UA","United Air Lines Inc.",14100,"PHL",14771,"SFO",12,
"UA","United Air Lines Inc.",14100,"PHL",14869,"SLC",12,
"UA","United Air Lines Inc.",14100,"PHL",14908,"SNA",12,
"UA","United Air Lines Inc.",14107,"PHX",11292,"DEN",12,
"UA","United Air Lines Inc.",14107,"PHX",11298,"DFW",12,
"UA","United Air Lines Inc.",14107,"PHX",11618,"EWR",12,
"UA","United Air Lines Inc.",14107,"PHX",11618,"EWR",12,
"UA","United Air Lines Inc.",14107,"PHX",12264,"IAD",12,
"UA","United Air Lines Inc.",14107,"PHX",12266,"IAH",12,
"UA","United Air Lines Inc.",14107,"PHX",12892,"LAX",12,
"UA","United Air Lines Inc.",14107,"PHX",12892,"LAX",12,
"UA","United Air Lines Inc.",14107,"PHX",13230,"MDT",12,
"UA","United Air Lines Inc.",14107,"PHX",13290,"MHK",12,
"UA","United Air Lines Inc.",14107,"PHX",13495,"MSY",12,
"UA","United Air Lines Inc.",14107,"PHX",13891,"ONT",12,
"UA","United Air Lines Inc.",14107,"PHX",13930,"ORD",12,
"UA","United Air Lines Inc.",14107,"PHX",14100,"PHL",12,
"UA","United Air Lines Inc.",14107,"PHX",14683,"SAT",12,
"UA","United Air Lines Inc.",14107,"PHX",14711,"SCE",12,
"UA","United Air Lines Inc.",14107,"PHX",14771,"SFO",12,
"UA","United Air Lines Inc.",14107,"PHX",14831,"SJC",12,
"UA","United Air Lines Inc.",14107,"PHX",14908,"SNA",12,
"UA","United Air Lines Inc.",14107,"PHX",15304,"TPA",12,
"UA","United Air Lines Inc.",14122,"PIT",11292,"DEN",12,
"UA","United Air Lines Inc.",14122,"PIT",11618,"EWR",12,
"UA","United Air Lines Inc.",14122,"PIT",13198,"MCI",12,
"UA","United Air Lines Inc.",14122,"PIT",13487,"MSP",12,
"UA","United Air Lines Inc.",14122,"PIT",13930,"ORD",12,
"UA","United Air Lines Inc.",14122,"PIT",14771,"SFO",12,
"UA","United Air Lines Inc.",14122,"PIT",14843,"SJU",12,
"UA","United Air Lines Inc.",14122,"PIT",15016,"STL",12,
"UA","United Air Lines Inc.",14262,"PSP",11292,"DEN",12,
"UA","United Air Lines Inc.",14262,"PSP",12266,"IAH",12,
"UA","United Air Lines Inc.",14262,"PSP",13930,"ORD",12,
"UA","United Air Lines Inc.",14262,"PSP",14122,"PIT",12,
"UA","United Air Lines Inc.",14262,"PSP",14771,"SFO",12,
"UA","United Air Lines Inc.",14307,"PVD",11618,"EWR",12,
"UA","United Air Lines Inc.",14321,"PWM",11618,"EWR",12,
"UA","United Air Lines Inc.",14492,"RDU",10397,"ATL",12,
"UA","United Air Lines Inc.",14492,"RDU",11292,"DEN",12,
"UA","United Air Lines Inc.",14492,"RDU",11618,"EWR",12,
"UA","United Air Lines Inc.",14492,"RDU",12264,"IAD",12,
"UA","United Air Lines Inc.",14492,"RDU",12266,"IAH",12,
"UA","United Air Lines Inc.",14492,"RDU",13930,"ORD",12,
"UA","United Air Lines Inc.",14492,"RDU",14635,"RSW",12,
"UA","United Air Lines Inc.",14492,"RDU",14683,"SAT",12,
"UA","United Air Lines Inc.",14492,"RDU",14771,"SFO",12,
"UA","United Air Lines Inc.",14512,"RFD",13930,"ORD",12,
"UA","United Air Lines Inc.",14524,"RIC",11292,"DEN",12,
"UA","United Air Lines Inc.",14524,"RIC",12264,"IAD",12,
"UA","United Air Lines Inc.",14524,"RIC",13930,"ORD",12,
"UA","United Air Lines Inc.",14524,"RIC",14057,"PDX",12,
"UA","United Air Lines Inc.",14524,"RIC",14771,"SFO",12,
"UA","United Air Lines Inc.",14570,"RNO",10423,"AUS",12,
"UA","United Air Lines Inc.",14570,"RNO",10821,"BWI",12,
"UA","United Air Lines Inc.",14570,"RNO",11292,"DEN",12,
"UA","United Air Lines Inc.",14570,"RNO",14771,"SFO",12,
"UA","United Air Lines Inc.",14576,"ROC",11618,"EWR",12,
"UA","United Air Lines Inc.",14576,"ROC",13930,"ORD",12,
"UA","United Air Lines Inc.",14576,"ROC",14057,"PDX",12,
"UA","United Air Lines Inc.",14576,"ROC",14771,"SFO",12,
"UA","United Air Lines Inc.",14635,"RSW",11042,"CLE",12,
"UA","United Air Lines Inc.",14635,"RSW",11292,"DEN",12,
"UA","United Air Lines Inc.",14635,"RSW",11618,"EWR",12,
"UA","United Air Lines Inc.",14635,"RSW",12266,"IAH",12,
"UA","United Air Lines Inc.",14635,"RSW",12892,"LAX",12,
"UA","United Air Lines Inc.",14635,"RSW",13930,"ORD",12,
"UA","United Air Lines Inc.",14635,"RSW",15304,"TPA",12,
"UA","United Air Lines Inc.",14679,"SAN",10423,"AUS",12,
"UA","United Air Lines Inc.",14679,"SAN",10821,"BWI",12,
"UA","United Air Lines Inc.",14679,"SAN",11292,"DEN",12,
"UA","United Air Lines Inc.",14679,"SAN",11618,"EWR",12,
"UA","United Air Lines Inc.",14679,"SAN",12264,"IAD",12,
"UA","United Air Lines Inc.",14679,"SAN",12266,"IAH",12,
"UA","United Air Lines Inc.",14679,"SAN",12889,"LAS",12,
"UA","United Air Lines Inc.",14679,"SAN",12892,"LAX",12,
"UA","United Air Lines Inc.",14679,"SAN",12953,"LGA",12,
"UA","United Air Lines Inc.",14679,"SAN",13930,"ORD",12,
"UA","United Air Lines Inc.",14679,"SAN",14100,"PHL",12,
"UA","United Air Lines Inc.",14679,"SAN",14635,"RSW",12,
"UA","United Air Lines Inc.",14679,"SAN",14771,"SFO",12,
"UA","United Air Lines Inc.",14679,"SAN",15016,"STL",12,
"UA","United Air Lines Inc.",14683,"SAT",11292,"DEN",12,
"UA","United Air Lines Inc.",14683,"SAT",11618,"EWR",12,
"UA","United Air Lines Inc.",14683,"SAT",12264,"IAD",12,
"UA","United Air Lines Inc.",14683,"SAT",12266,"IAH",12,
"UA","United Air Lines Inc.",14683,"SAT",12889,"LAS",12,
"UA","United Air Lines Inc.",14683,"SAT",13930,"ORD",12,
"UA","United Air Lines Inc.",14683,"SAT",14771,"SFO",12,
"UA","United Air Lines Inc.",14683,"SAT",14831,"SJC",12,
"UA","United Air Lines Inc.",14685,"SAV",11618,"EWR",12,
"UA","United Air Lines Inc.",14689,"SBA",11003,"CID",12,
"UA","United Air Lines Inc.",14689,"SBA",11292,"DEN",12,
"UA","United Air Lines Inc.",14689,"SBA",14771,"SFO",12,
"UA","United Air Lines Inc.",14747,"SEA",10721,"BOS",12,
"UA","United Air Lines Inc.",14747,"SEA",11292,"DEN",12,
"UA","United Air Lines Inc.",14747,"SEA",11298,"DFW",12,
"UA","United Air Lines Inc.",14747,"SEA",11618,"EWR",12,
"UA","United Air Lines Inc.",14747,"SEA",12003,"GTF",12,
"UA","United Air Lines Inc.",14747,"SEA",12264,"IAD",12,
"UA","United Air Lines Inc.",14747,"SEA",12266,"IAH",12,
"UA","United Air Lines Inc.",14747,"SEA",12892,"LAX",12,
"UA","United Air Lines Inc.",14747,"SEA",12892,"LAX",12,
"UA","United Air Lines Inc.",14747,"SEA",13204,"MCO",12,
"UA","United Air Lines Inc.",14747,"SEA",13230,"MDT",12,
"UA","United Air Lines Inc.",14747,"SEA",13930,"ORD",12,
"UA","United Air Lines Inc.",14747,"SEA",14057,"PDX",12,
"UA","United Air Lines Inc.",14747,"SEA",14107,"PHX",12,
"UA","United Air Lines Inc.",14747,"SEA",14679,"SAN",12,
"UA","United Air Lines Inc.",14747,"SEA",14771,"SFO",12,
"UA","United Air Lines Inc.",14747,"SEA",14831,"SJC",12,
"UA","United Air Lines Inc.",14771,"SFO",10140,"ABQ",12,
"UA","United Air Lines Inc.",14771,"SFO",10299,"ANC",12,
"UA","United Air Lines Inc.",14771,"SFO",10397,"ATL",12,
"UA","United Air Lines Inc.",14771,"SFO",10423,"AUS",12,
"UA","United Air Lines Inc.",14771,"SFO",10693,"BNA",12,
"UA","United Air Lines Inc.",14771,"SFO",10721,"BOS",12,
"UA","United Air Lines Inc.",14771,"SFO",10800,"BUR",12,
"UA","United Air Lines Inc.",14771,"SFO",10821,"BWI",12,
"UA","United Air Lines Inc.",14771,"SFO",11042,"CLE",12,
"UA","United Air Lines Inc.",14771,"SFO",11193,"CVG",12,
"UA","United Air Lines Inc.",14771,"SFO",11278,"DCA",12,
"UA","United Air Lines Inc.",14771,"SFO",11292,"DEN",12,
"UA","United Air Lines Inc.",14771,"SFO",11298,"DFW",12,
"UA","United Air Lines Inc.",14771,"SFO",11433,"DTW",12,
"UA","United Air Lines Inc.",14771,"SFO",11603,"EUG",12,
"UA","United Air Lines Inc.",14771,"SFO",11618,"EWR",12,
"UA","United Air Lines Inc.",14771,"SFO",11638,"FAT",12,
"UA","United Air Lines Inc.",14771,"SFO",11697,"FLL",12,
"UA","United Air Lines Inc.",14771,"SFO",11884,"GEG",12,
"UA","United Air Lines Inc.",14771,"SFO",12173,"HNL",12,
"UA","United Air Lines Inc.",14771,"SFO",12264,"IAD",12,
"UA","United Air Lines Inc.",14771,"SFO",12266,"IAH",12,
"UA","United Air Lines Inc.",14771,"SFO",12339,"IND",12,
"UA","United Air Lines Inc.",14771,"SFO",12758,"KOA",12,
"UA","United Air Lines Inc.",14771,"SFO",12889,"LAS",12,
"UA","United Air Lines Inc.",14771,"SFO",12892,"LAX",12,
"UA","United Air Lines Inc.",14771,"SFO",12892,"LAX",12,
"UA","United Air Lines Inc.",14771,"SFO",12953,"LGA",12,
"UA","United Air Lines Inc.",14771,"SFO",12982,"LIH",12,
"UA","United Air Lines Inc.",14771,"SFO",13204,"MCO",12,
"UA","United Air Lines Inc.",14771,"SFO",13264,"MFR",12,
"UA","United Air Lines Inc.",14771,"SFO",13303,"MIA",12,
"UA","United Air Lines Inc.",14771,"SFO",13495,"MSY",12,
"UA","United Air Lines Inc.",14771,"SFO",13830,"OGG",12,
"UA","United Air Lines Inc.",14771,"SFO",13891,"ONT",12,
"UA","United Air Lines Inc.",14771,"SFO",13930,"ORD",12,
"UA","United Air Lines Inc.",14771,"SFO",13930,"ORD",12,
"UA","United Air Lines Inc.",14771,"SFO",14027,"PBI",12,
"UA","United Air Lines Inc.",14771,"SFO",14057,"PDX",12,
"UA","United Air Lines Inc.",14771,"SFO",14100,"PHL",12,
"UA","United Air Lines Inc.",14771,"SFO",14107,"PHX",12,
"UA","United Air Lines Inc.",14771,"SFO",14122,"PIT",12,
"UA","United Air Lines Inc.",14771,"SFO",14262,"PSP",12,
"UA","United Air Lines Inc.",14771,"SFO",14492,"RDU",12,
"UA","United Air Lines Inc.",14771,"SFO",14570,"RNO",12,
"UA","United Air Lines Inc.",14771,"SFO",14679,"SAN",12,
"UA","United Air Lines Inc.",14771,"SFO",14683,"SAT",12,
"UA","United Air Lines Inc.",14771,"SFO",14689,"SBA",12,
"UA","United Air Lines Inc.",14771,"SFO",14747,"SEA",12,
"UA","United Air Lines Inc.",14771,"SFO",14869,"SLC",12,
"UA","United Air Lines Inc.",14771,"SFO",14893,"SMF",12,
"UA","United Air Lines Inc.",14771,"SFO",14908,"SNA",12,
"UA","United Air Lines Inc.",14771,"SFO",15016,"STL",12,
"UA","United Air Lines Inc.",14771,"SFO",15304,"TPA",12,
"UA","United Air Lines Inc.",14831,"SJC",10693,"BNA",12,
"UA","United Air Lines Inc.",14831,"SJC",10821,"BWI",12,
"UA","United Air Lines Inc.",14831,"SJC",11292,"DEN",12,
"UA","United Air Lines Inc.",14831,"SJC",11618,"EWR",12,
"UA","United Air Lines Inc.",14831,"SJC",12266,"IAH",12,
"UA","United Air Lines Inc.",14831,"SJC",12266,"IAH",12,
"UA","United Air Lines Inc.",14831,"SJC",12892,"LAX",12,
"UA","United Air Lines Inc.",14831,"SJC",13930,"ORD",12,
"UA","United Air Lines Inc.",14831,"SJC",14683,"SAT",12,
"UA","United Air Lines Inc.",14831,"SJC",14771,"SFO",12,
"UA","United Air Lines Inc.",14843,"SJU",11292,"DEN",12,
